3.429,-2.270,-0.213,1.255,-0.178,0.141,0.683,0.788,0.345,0.063
5.047,-0.529,-0.815,-0.330,-0.339,0.735,-0.774,0.381,-0.547,0.298
4.199,0.317,-1.379,0.981,-0.156,1.166,0.746,0.603,0.436,-0.112
0.218,2.273,0.162,1.183,-1.229,0.193,-0.774,0.717,0.063,-0.082
-0.619,1.138,0.340,1.451,-0.773,-0.426,0.041,-0.499,-0.211,-0.277
6.185,0.808,1.709,0.196,1.133,-0.085,0.187,0.485,-1.510,-0.382
2.362,0.050,-0.952,-0.428,-0.861,0.223,-0.209,0.117,0.445,0.031
-0.357,-0.550,1.005,2.975,-0.959,-0.161,-0.406,0.324,-0.041,0.405
-1.155,0.095,0.339,0.253,0.301,-0.126,-0.220,-0.206,-0.659,0.600
-1.536,-0.407,0.107,1.123,-0.151,-0.136,-0.440,-0.814,-0.376,-0.445
0.579,5.476,0.943,-0.313,1.145,0.190,0.784,1.321,0.243,-0.248
-0.562,1.826,0.813,0.067,-0.603,-0.123,0.755,0.064,-0.218,0.856
-1.840,-1.885,1.195,-0.134,-0.220,-0.675,0.241,-0.379,0.302,-0.237
5.833,0.457,0.343,-0.263,0.380,-0.596,0.659,0.817,0.182,-0.265
-5.795,-1.879,-2.020,-1.137,0.381,0.238,0.977,0.549,-0.966,-0.579
1.485,-0.341,-0.745,0.796,-0.559,-0.322,0.162,0.124,-0.174,0.048
0.163,-0.610,0.091,1.204,0.108,0.295,-0.547,-0.161,-0.070,0.263
0.748,-1.596,1.328,0.176,-0.873,-0.059,-0.966,0.091,-0.827,0.445
5.419,1.420,-0.783,-2.446,-0.496,-0.426,-1.001,1.828,1.053,-0.215
-3.935,-0.378,0.062,-0.510,-0.160,-0.277,0.432,0.419,-0.289,-0.419
6.583,-1.511,0.264,-0.427,-0.730,-0.719,1.134,1.096,-0.348,0.287
2.148,3.287,1.598,0.363,0.347,1.012,1.150,0.765,-0.127,-0.471
-5.389,-1.654,-0.473,-0.839,0.644,-0.088,-0.269,0.912,-0.741,-0.922
1.443,-0.817,2.362,0.923,1.756,0.643,0.131,0.169,-0.743,-0.118
-2.644,0.590,-0.187,-0.478,0.108,-1.413,-0.002,-0.223,-0.533,0.347
4.513,0.899,3.730,-0.437,0.471,0.800,1.007,0.046,-0.897,-1.370
1.968,-1.990,-0.066,0.584,-1.161,-0.102,0.309,0.278,0.055,-0.494
5.715,1.012,-1.210,0.017,-0.749,0.969,1.482,0.473,-0.616,-0.205
4.626,0.446,-1.858,-2.800,-1.474,-0.326,-1.070,1.182,0.589,-0.180
3.603,-0.533,0.301,0.620,0.466,-0.028,-0.301,0.507,-0.918,-0.354
0.200,0.118,-1.095,1.753,0.395,0.202,0.156,-0.158,0.587,-0.080
5.180,-1.221,0.573,1.114,-0.371,-0.800,0.649,0.075,-0.715,-0.169
6.672,-1.805,0.803,-0.814,-0.155,0.373,-0.074,1.008,-0.492,-0.521
4.439,-1.415,-0.844,-0.162,-1.255,0.973,0.030,0.331,-0.951,0.005
-1.905,-1.409,0.191,1.800,-0.190,-0.459,0.939,1.436,0.919,-0.214
-2.761,0.347,-0.023,0.504,-0.013,-0.312,-0.304,-0.765,-0.784,-0.347
1.064,-2.088,1.666,-0.054,-0.316,-0.677,-0.223,-0.236,-0.109,0.327
-0.363,-0.064,-0.507,1.022,-0.382,0.056,0.169,0.121,0.011,-0.441
2.240,-0.673,-0.896,0.332,-1.049,-0.020,0.468,0.559,-0.465,0.042
1.359,-1.616,2.221,1.949,0.803,1.248,-1.296,-0.074,-0.045,0.335
2.631,-1.236,-0.309,-2.063,-1.335,-0.480,-1.003,0.751,0.256,0.366
1.147,-0.247,-0.669,0.405,0.001,0.595,0.321,0.274,0.498,-0.174
0.069,-0.612,0.179,-0.261,0.130,-0.501,0.165,-0.597,0.399,-0.386
-1.363,-0.900,-0.317,0.833,0.598,-0.094,-0.130,-0.133,-0.229,-0.467
7.162,0.748,-1.050,-0.154,-0.174,-0.483,1.298,1.093,0.423,-0.995
5.066,1.559,-0.879,-0.117,-0.994,0.477,0.382,0.246,-0.518,-0.627
-1.161,-0.900,-0.961,0.944,0.570,-0.326,0.024,0.298,0.592,-0.605
1.322,-1.675,1.485,0.756,0.457,0.249,-0.098,-0.932,0.153,0.472
-0.386,-0.018,-0.173,0.151,0.149,0.069,-0.016,-0.105,-0.064,-0.114
-2.452,-1.787,-0.857,-0.982,0.148,-0.468,0.736,0.448,-0.587,-1.133
3.126,-0.205,-1.013,0.678,-1.713,-0.269,0.803,1.365,0.163,0.445
3.085,-2.385,0.633,-0.947,-0.480,-0.225,1.045,0.406,-0.476,-1.087
-2.654,-0.767,-0.365,1.626,-0.112,-0.179,-0.113,-0.186,0.606,-0.695
2.768,1.538,-2.211,0.479,-1.858,-0.138,0.490,0.124,-0.522,0.060
5.240,-1.153,2.462,-1.200,-0.039,-1.383,1.220,-0.293,-0.180,-0.137
0.028,-0.936,1.430,1.871,0.149,0.071,0.122,0.429,0.164,-0.390
-4.531,-0.260,-1.793,-1.451,0.141,0.059,0.696,0.146,-0.988,-0.613
0.695,-0.457,-0.392,0.271,-0.618,-0.107,0.138,0.221,-0.187,0.101
0.959,0.089,-0.703,-0.299,-0.819,0.253,0.354,0.354,0.241,0.203
-0.156,-0.305,0.201,1.073,-0.012,0.413,0.219,-0.033,-0.007,0.041
1.132,-0.153,-1.360,0.848,-1.477,-0.648,-0.995,1.037,0.334,0.006
5.441,-0.679,-0.745,-1.095,-1.172,-0.271,0.710,0.531,-0.292,-0.771
-0.600,1.262,-0.539,0.908,-0.934,-0.800,0.017,-1.268,-0.316,-0.310
-1.620,-0.147,-1.100,0.273,0.611,-0.720,0.151,0.397,-0.134,0.135
3.369,0.237,-1.013,0.279,-0.558,0.424,0.953,0.625,0.560,-0.161
4.924,0.225,1.487,-0.327,0.020,-0.601,1.014,0.088,-0.694,-0.574
0.783,-0.599,-0.414,0.501,-0.831,0.034,0.198,0.091,-0.045,-0.284
0.505,-0.243,-0.246,0.145,-0.084,-0.086,0.613,-0.084,-0.461,0.290
-1.809,0.256,-0.784,0.430,0.141,0.157,0.443,-0.491,-0.170,0.538
2.008,-0.811,-0.711,-0.505,-0.943,0.160,-0.440,0.193,-0.091,0.029
-3.365,0.198,-1.863,1.107,0.032,0.287,-0.644,-0.502,-0.716,1.111
-2.487,-0.633,-1.171,0.676,0.063,0.327,-0.613,0.078,0.195,0.542
-3.382,0.237,0.513,-0.197,-0.996,0.435,-0.059,0.843,-1.024,-0.509
3.281,-1.067,1.184,0.528,-0.102,0.889,-0.322,-0.024,-0.806,-0.993
2.241,-1.351,-0.266,-0.079,-0.697,-0.287,-0.134,0.479,-0.130,-0.167
1.571,0.607,-1.522,1.253,-1.562,-0.111,0.938,1.807,0.607,-0.116
0.058,-0.586,-0.210,0.402,-0.144,0.043,-0.421,-0.129,0.169,0.007
0.206,-1.915,0.675,-0.439,-0.661,-0.656,-0.346,-0.165,0.197,-0.039
-0.387,1.513,-0.965,1.047,-0.715,-0.865,0.005,0.134,0.355,-0.189
-2.635,-0.296,2.753,1.767,0.420,0.276,-1.409,0.521,-0.150,-0.080
0.382,0.825,-0.013,1.076,-0.544,-0.740,-0.140,-0.814,-0.342,-0.768
5.292,0.336,-0.256,0.627,-0.872,-0.097,1.831,0.505,-0.226,-0.288
5.195,-0.565,-1.475,0.146,-0.234,0.808,0.582,0.387,-0.388,-0.381
1.479,-1.349,-0.207,0.237,-0.251,0.397,0.374,0.686,0.563,0.568
-2.121,-0.193,0.337,0.592,-1.030,-0.762,0.241,-0.532,-0.022,-0.362
-1.097,0.691,0.105,0.949,-0.690,-1.612,0.693,-0.097,0.169,-0.627
1.081,0.147,4.269,-1.931,0.045,-0.101,0.472,0.508,-1.359,-1.130
-3.102,1.100,-1.982,0.864,-0.319,0.029,-0.802,-0.355,-0.207,0.095
-3.196,-1.675,-0.162,-0.133,-0.352,-1.550,0.524,0.374,0.131,-1.403
4.349,-1.965,-0.982,0.534,-0.666,0.897,0.005,1.253,0.198,0.186
-7.722,-0.509,2.010,-1.249,-0.178,-0.770,-0.925,0.193,-0.239,-0.793
3.048,1.502,-1.330,0.505,-0.137,0.831,0.001,0.572,-0.048,-0.756
2.496,0.997,-0.711,0.711,-0.951,1.039,0.249,0.810,-0.694,-1.300
1.334,0.829,-1.099,-0.829,-0.918,0.027,-0.414,-0.109,0.489,0.091
2.774,1.046,-0.223,-1.310,-0.750,0.903,-1.156,0.071,0.844,-0.767
1.472,-0.762,-0.100,0.505,-0.443,-0.498,0.460,0.191,-0.374,0.176
0.839,0.187,-0.333,-0.590,-1.251,-0.068,0.311,0.091,0.763,0.570
-1.058,-0.009,-0.798,1.005,0.333,0.184,-0.478,-0.242,0.041,0.578
1.666,-0.751,-0.334,-0.362,-0.653,-0.022,-0.288,0.427,-0.151,0.154
0.486,-0.925,0.007,-0.770,-1.044,-0.385,-0.854,0.386,0.645,0.231
-0.553,-1.378,-0.641,0.128,0.883,-0.258,0.242,0.638,0.181,-0.081
-6.154,0.608,-0.778,-1.093,0.060,-1.289,-0.865,1.006,-0.109,-0.653
-5.715,-0.749,0.275,0.215,-0.245,-1.366,-0.991,0.470,-0.386,-1.307
2.390,0.154,-1.062,-0.502,-1.272,0.566,-0.020,0.063,0.083,-0.621
-0.868,0.989,0.605,1.230,-0.297,-0.139,-0.489,-0.190,0.390,0.672
0.800,-0.605,0.530,-0.737,-0.621,0.563,-0.937,0.354,-0.628,0.280
0.600,-0.956,0.194,0.296,0.419,0.316,0.092,0.134,0.447,0.133
2.528,2.061,-0.843,0.204,-0.231,0.232,0.043,0.499,-0.484,-0.979
1.316,-0.117,3.348,1.722,0.205,-0.457,0.728,0.525,0.213,-0.146
0.296,0.045,-0.444,0.350,-0.650,-0.278,0.220,0.259,-0.250,0.246
2.405,-1.235,0.073,-0.379,-0.619,0.378,-0.045,0.533,-0.681,0.105
5.384,1.395,-1.644,-1.561,-1.095,-0.707,-0.422,0.284,-0.265,-1.298
3.625,-0.155,-0.594,1.713,-0.534,1.144,0.944,0.070,-0.116,0.159
4.018,-0.604,-1.786,-1.844,-1.359,0.471,-0.492,1.037,0.934,0.226
0.896,-0.635,0.468,0.249,-0.875,-0.646,0.843,-0.449,0.140,0.476
-1.645,3.267,3.407,-1.157,1.586,1.502,-0.167,0.623,0.459,-0.806
-0.715,2.812,-1.546,-0.200,-1.446,-1.099,-0.141,0.016,1.044,-0.254
-1.468,2.079,-0.934,-1.210,-0.427,-0.418,-0.352,-0.527,0.322,-0.352
-2.033,-0.121,-0.714,-0.249,0.192,-0.353,-0.119,-0.261,-0.211,-0.264
-1.860,1.356,-1.125,1.729,0.235,-0.530,-0.560,0.348,-0.201,0.028
2.273,1.603,0.668,1.405,-0.272,0.762,1.350,1.083,-0.717,0.452
4.283,-0.584,-0.263,-1.116,-0.577,0.497,-0.114,0.220,-0.703,-0.299
-1.722,-0.906,-0.352,0.337,-0.439,-0.318,-0.058,-0.275,0.033,-0.455
-0.825,-0.391,-0.163,0.521,-0.061,-0.209,-0.573,-0.033,0.173,0.195
1.858,-0.100,-0.595,0.694,-0.828,1.182,0.434,0.340,-0.181,-0.054
1.293,0.102,-1.351,0.424,-1.205,-0.646,0.247,0.912,0.081,0.424
-3.870,1.118,-0.404,0.787,0.154,-0.263,0.010,0.306,-0.687,0.531
2.388,-0.759,1.191,1.900,-1.159,-0.253,1.151,-0.506,-0.131,0.816
3.266,-1.069,-1.542,-0.331,-1.095,0.364,-0.404,0.492,0.252,-0.079
2.382,0.049,-0.914,0.507,-1.426,-0.119,-0.842,-0.568,-0.708,-0.242
5.265,-0.476,-1.493,-0.165,-1.540,0.596,0.491,0.648,-0.435,-0.040
2.700,1.979,-1.425,-1.106,-1.140,0.499,0.294,-0.615,1.046,-0.234
-0.213,-0.320,-0.773,0.220,-0.657,-0.462,0.258,-0.149,0.184,-0.199
-0.760,0.297,-0.260,0.749,-0.691,-0.382,-0.061,-0.397,0.322,0.461
1.863,0.729,0.593,1.570,-0.830,0.356,-0.039,-0.157,-0.453,0.721
-2.720,1.806,0.587,-0.588,-0.274,-1.117,-0.347,-0.077,-1.064,-0.348
2.468,1.407,-1.145,1.258,-0.835,-0.984,0.534,0.432,0.518,-0.310
-0.526,-0.464,-0.392,0.855,-0.017,-0.208,-0.148,-0.067,-0.058,0.056
-2.913,-3.308,2.629,1.893,-0.316,-0.446,0.398,1.237,0.188,-0.601
1.650,0.567,-0.505,0.626,-0.497,0.430,0.030,-0.299,0.118,-0.892
-3.110,0.142,-0.124,1.115,-0.095,-0.203,-0.401,-0.065,0.430,0.645
2.083,-1.188,0.355,0.427,-0.388,0.224,0.225,0.610,-0.604,-0.142
5.148,0.742,1.068,0.391,0.088,0.128,1.636,1.289,0.135,-0.640
-2.476,0.530,2.947,2.364,0.015,0.774,-0.044,0.068,-0.195,-0.453
0.240,0.177,-0.288,0.224,-0.527,-0.210,-0.307,-0.164,-0.242,0.091
0.510,-0.125,-0.031,-0.219,-0.356,0.028,-0.156,0.013,0.004,-0.235
-6.113,-0.359,4.248,0.992,0.441,-0.583,0.457,1.311,-0.814,-1.031
0.737,-0.556,0.018,0.265,0.399,0.034,0.474,1.122,0.798,0.497
-0.797,-0.290,-0.597,1.217,0.002,-0.929,-0.356,-0.124,0.059,0.719
-6.036,3.108,1.263,-0.596,-0.545,-0.867,-0.159,0.732,-0.405,-0.285
-0.337,0.301,-0.117,0.510,0.146,-0.008,-0.155,-0.209,0.206,0.329
-2.594,-1.708,-0.798,0.698,1.480,0.625,-0.090,0.669,-0.091,0.626
1.609,-0.592,1.836,-0.590,0.523,-0.439,0.291,-0.093,-0.330,0.059
0.671,0.753,-0.146,0.470,-1.108,-0.199,-0.092,-0.458,-0.352,-0.185
0.419,-1.252,-0.601,1.069,-1.215,-0.895,0.020,0.405,-0.120,0.213
-5.915,-0.716,-1.592,-0.120,0.444,0.431,-0.337,0.315,-0.783,-0.418
-5.513,-1.368,-1.653,0.592,0.360,0.534,-0.121,0.604,-0.626,-0.169
-3.948,-1.172,-0.839,1.117,0.284,0.610,-0.058,0.634,0.029,0.165
-0.698,0.148,-0.990,0.853,0.077,-0.129,-0.272,-0.051,-0.143,0.270
-1.320,-0.465,-0.394,-0.218,-1.035,-1.263,-0.253,-0.063,0.233,0.188
0.941,0.850,-0.771,-1.059,-0.366,0.431,0.145,0.544,0.659,-0.101
-2.597,0.097,-0.759,0.344,0.372,-0.722,-0.495,0.168,0.395,0.328
6.913,-0.988,-0.939,0.470,-0.210,0.105,0.837,0.732,-0.634,-0.313
5.517,0.066,1.721,0.286,1.981,0.694,0.434,0.452,0.335,-0.007
5.566,2.647,-1.209,-2.490,-0.053,0.953,-0.252,0.886,0.679,-0.608
-0.761,4.121,3.243,1.884,0.781,0.793,0.492,1.472,-0.017,-0.171
-2.529,-0.908,1.003,1.644,0.345,-0.498,-0.228,-0.254,0.978,-0.847
-1.473,-0.539,-0.045,0.305,0.328,-0.340,0.035,-0.232,-0.245,-0.267
-2.437,-0.019,-1.890,0.875,0.557,-0.300,-0.445,0.069,-0.536,0.728
-0.928,-0.119,1.054,1.150,0.197,0.028,-0.633,0.067,-0.088,-0.011
-0.296,0.356,-0.728,1.083,-0.065,0.006,-0.553,-0.223,-0.132,0.600
1.828,-1.847,0.515,-0.377,-0.880,0.521,-0.333,0.157,-0.717,-0.098
-3.340,0.242,-1.577,0.480,-0.079,0.132,-0.686,-0.852,-0.811,0.624
1.332,-2.183,0.039,1.049,-0.767,-0.632,-1.965,0.332,0.122,-0.611
2.144,-2.311,1.541,-0.390,-0.370,-0.482,-0.319,-0.916,0.565,-0.041
3.684,1.179,0.623,-0.437,0.738,0.733,0.029,0.653,0.685,0.096
0.998,-1.767,0.277,-0.563,-0.408,-0.108,0.122,0.256,0.514,0.305
-0.100,0.455,-0.654,0.698,-0.561,0.018,-0.107,-0.411,-0.775,0.125
3.343,-2.424,0.984,0.250,-1.040,-0.816,0.516,-0.411,-0.166,0.304
2.901,0.307,2.600,0.245,-0.526,1.168,-0.649,-0.490,-1.480,-0.687
-2.647,-0.504,-0.885,-0.382,0.641,-0.782,0.053,-0.381,-0.584,-0.863
-0.673,-0.187,0.293,-0.446,0.006,-0.504,0.233,-0.185,-0.014,0.271
0.259,-0.356,-0.255,0.124,-0.042,-0.076,0.117,-0.098,-0.208,0.176
-4.688,1.165,0.020,1.768,-1.417,-1.285,-0.626,0.346,0.458,-0.212
4.778,-0.690,0.440,0.387,-0.133,-0.330,0.956,-0.046,-0.431,0.213
4.399,2.932,-1.526,-0.559,-0.305,-0.148,-0.390,0.650,0.748,-1.654
0.618,0.651,-0.152,0.889,-1.377,0.183,0.477,-0.666,0.505,-0.061
-0.654,0.173,-0.192,0.465,0.163,0.076,-0.629,0.081,-0.737,0.552
-3.106,0.957,-0.128,0.086,-0.273,-1.430,-0.971,0.776,0.580,-0.008
2.221,-0.037,-1.062,-1.301,-1.156,0.413,-0.430,0.798,0.187,-0.017
2.848,-0.260,3.141,-1.060,0.520,0.706,-0.046,1.135,-0.845,-0.823
-2.317,0.640,-0.448,1.049,-0.533,-0.852,-1.460,-0.006,0.270,0.192
-0.239,1.073,-0.490,0.102,-0.540,-0.801,-0.246,-0.789,-0.627,0.242
-1.366,-1.772,0.616,0.745,0.262,0.481,1.331,0.315,0.727,-0.213
-4.846,0.607,0.214,-0.313,-0.763,-0.990,-0.715,0.267,-0.873,-0.934
4.171,2.474,1.244,0.382,0.486,1.052,1.687,0.436,-0.328,-0.235
4.151,1.252,-0.083,1.151,-0.360,-0.023,1.506,0.532,0.382,-0.246
1.582,1.826,-1.416,0.074,-2.370,-0.395,-0.906,-0.069,0.259,-0.015
-2.031,0.090,-0.791,0.082,-1.030,-0.981,0.143,0.649,0.173,-0.759
1.271,-0.744,2.435,1.344,1.432,-0.264,-0.844,0.728,-0.308,-0.316
0.295,-0.290,0.240,-0.316,0.419,0.340,-0.149,0.110,-0.849,0.592
6.134,0.333,-0.470,-1.919,-1.043,-0.074,-0.751,0.799,0.303,-0.520
