,innder_id,raw_id
408,408,608
409,409,631
410,410,648
411,411,671
412,412,708
413,413,720
414,414,736
415,415,832
416,416,1028
417,417,1035
418,418,1042
419,419,1393
420,420,7
421,421,52
422,422,135
423,423,494
424,424,628
425,425,719
426,426,743
427,427,762
428,428,802
429,429,15
430,430,16
431,431,105
432,432,122
433,433,252
434,434,271
435,435,276
436,436,339
437,437,348
438,438,351
439,439,355
440,440,357
441,441,362
442,442,425
443,443,509
444,444,539
445,445,553
446,446,597
447,447,674
448,448,750
449,449,806
450,450,852
451,451,880
452,452,899
453,453,912
454,454,914
455,455,920
456,456,922
457,457,928
458,458,932
459,459,952
460,460,1017
461,461,1020
462,462,1095
463,463,1101
464,464,1183
465,465,1253
466,466,1256
467,467,1265
468,468,1271
469,469,1301
470,470,1343
471,471,1357
472,472,1385
473,473,1391
474,474,1408
475,475,1409
476,476,1441
477,477,1449
478,478,1466
479,479,1513
480,480,1517
481,481,1573
482,482,1597
483,483,1617
484,484,1682
485,485,1777
486,486,1888
487,487,1894
488,488,1911
489,489,1932
490,490,1964
491,491,2013
492,492,2067
493,493,2080
494,494,2081
495,495,2108
496,496,2112
497,497,2125
498,498,2146
499,499,2195
500,500,2243
501,501,2266
502,502,2297
503,503,2316
504,504,2333
505,505,2346
506,506,2363
507,507,2367
508,508,2384
509,509,2385
510,510,2390
511,511,2396
512,512,2403
513,513,2405
514,514,2424
515,515,2427
516,516,2463
517,517,2468
518,518,2469
519,519,2478
520,520,2498
521,521,2535
522,522,2546
523,523,2558
524,524,2598
525,525,2633
526,526,2641
527,527,2654
528,528,2671
529,529,2701
530,530,2723
531,531,2734
532,532,2752
533,533,2770
534,534,2861
535,535,2881
536,536,2908
537,537,2942
538,538,2950
539,539,2987
540,540,2993
541,541,3004
542,542,3032
543,543,3062
544,544,3074
545,545,3086
546,546,3103
547,547,3108
548,548,3118
549,549,3156
550,550,3175
551,551,3176
552,552,3179
553,553,3185
554,554,3194
555,555,3199
556,556,3219
557,557,3235
558,558,3244
559,559,3334
560,560,3341
561,561,3354
562,562,3363
563,563,3408
564,564,3417
565,565,3448
566,566,3469
567,567,3501
568,568,3510
569,569,3512
570,570,3524
571,571,3526
572,572,3527
573,573,3528
574,574,3578
575,575,3593
576,576,3671
577,577,3684
578,578,3699
579,579,3701
580,580,3717
581,581,3754
582,582,3793
583,583,3798
584,584,3824
585,585,3826
586,586,3827
587,587,3844
588,588,3864
589,589,3911
590,590,3977
591,591,3978
592,592,3987
593,593,3988
594,594,3994
595,595,4018
596,596,4019
597,597,4023
598,598,4041
599,599,4062
600,600,4155
601,601,4186
602,602,4270
603,603,4308
604,604,4310
605,605,4317
606,606,4339
607,607,4349
608,608,4361
609,609,4368
610,610,4370
611,611,4464
612,612,4503
613,613,4545
614,614,4603
615,615,4626
616,616,4638
617,617,4639
618,618,4643
619,619,4661
620,620,4700
621,621,4736
622,622,4799
623,623,4848
624,624,4867
625,625,4874
626,626,4963
627,627,4994
628,628,4995
629,629,5009
630,630,21
631,631,39
632,632,48
633,633,153
634,634,161
635,635,168
636,636,172
637,637,185
638,638,207
639,639,208
640,640,231
641,641,236
642,642,277
643,643,288
644,644,292
645,645,338
646,646,344
647,647,349
648,648,353
649,649,372
650,650,381
651,651,434
652,652,527
653,653,550
654,654,551
655,655,552
656,656,592
657,657,1923
658,658,2279
659,659,2605
660,660,2688
661,661,2706
662,662,2719
663,663,2840
664,664,2841
665,665,3016
666,666,3785
667,667,3857
668,668,3908
669,669,3979
670,670,3999
671,671,4022
672,672,4030
673,673,4034
674,674,4148
675,675,4369
676,676,4483
677,677,4502
678,678,4509
679,679,4519
680,680,4533
681,681,25
682,682,969
683,683,1204
684,684,1250
685,685,1960
686,686,2058
687,687,3107
688,688,65
689,689,145
690,690,158
691,691,170
692,692,256
693,693,286
694,694,384
695,695,405
696,696,410
697,697,441
698,698,546
699,699,611
700,700,616
701,701,673
702,702,741
703,703,761
704,704,784
705,705,828
706,706,1029
707,707,1032
708,708,1046
709,709,1064
710,710,1093
711,711,1168
712,712,1169
713,713,1255
714,714,1274
715,715,1320
716,716,1339
717,717,1367
718,718,1432
719,719,1527
720,720,1591
721,721,1688
722,722,1690
723,723,1862
724,724,1961
725,725,1977
726,726,1982
727,727,2004
728,728,2023
729,729,2042
730,730,2107
731,731,2123
732,732,2124
733,733,2134
734,734,2153
735,735,2232
736,736,2240
737,737,2294
738,738,2313
739,739,2355
740,740,2378
741,741,2420
742,742,2572
743,743,2600
744,744,2717
745,745,2720
746,746,2793
747,747,2810
748,748,2827
749,749,2990
750,750,3054
751,751,3083
752,752,3113
753,753,3114
754,754,3213
755,755,3247
756,756,3269
757,757,3300
758,758,3396
759,759,3525
760,760,3535
761,761,3697
762,762,3702
763,763,3704
764,764,3745
765,765,3752
766,766,3863
767,767,3892
768,768,3897
769,769,3969
770,770,3980
771,771,3991
772,772,4006
773,773,4015
774,774,4052
775,775,4054
776,776,4232
777,777,4235
778,778,4246
779,779,4262
780,780,4299
781,781,4340
782,782,4343
783,783,4366
784,784,4388
785,785,4492
786,786,4718
787,787,4792
788,788,4850
789,789,4868
790,790,4887
791,791,4973
792,792,4974
793,793,5046
794,794,5151
795,795,5152
796,796,5219
797,797,5220
798,798,5225
799,799,5266
800,800,5283
801,801,5299
802,802,5323
803,803,5349
804,804,5377
805,805,5378
806,806,5400
807,807,5444
808,808,5445
809,809,5459
810,810,5463
811,811,5502
812,812,5618
813,813,5669
814,814,5782
815,815,5882
816,816,5903
817,817,5971
818,818,6016
819,819,6094
820,820,6250
821,821,6264
822,822,6281
823,823,6283
824,824,6287
825,825,6291
826,826,6294
827,827,6365
828,828,6377
829,829,6378
830,830,6383
831,831,6503
832,832,6534
833,833,6537
834,834,6541
835,835,6548
836,836,6586
837,837,6624
838,838,6659
839,839,6711
840,840,6731
841,841,6795
842,842,6863
843,843,6874
844,844,6934
845,845,6953
846,846,6979
847,847,6996
848,848,7022
849,849,7099
850,850,7163
851,851,7173
852,852,7254
853,853,7293
854,854,7345
855,855,7361
856,856,7439
857,857,7444
858,858,7458
859,859,7481
860,860,7541
861,861,7845
862,862,7846
863,863,8169
864,864,8361
865,865,8371
866,866,8578
867,867,8622
868,868,8640
869,869,8641
870,870,8644
871,871,8800
872,872,8810
873,873,8861
874,874,8865
875,875,8870
876,876,8907
877,877,8965
878,878,8972
879,879,8973
880,880,8977
881,881,26462
882,882,26509
883,883,26887
884,884,26913
885,885,27311
886,886,27338
887,887,27368
888,888,27441
889,889,27608
890,890,27660
891,891,27728
892,892,27793
893,893,27865
894,894,27904
895,895,30707
896,896,30793
897,897,30812
898,898,31184
899,899,31429
900,900,31553
901,901,31555
902,902,31658
903,903,31660
904,904,31878
905,905,32031
906,906,32213
907,907,33085
908,908,33166
909,909,33493
910,910,33585
911,911,33660
912,912,33679
913,913,33794
914,914,34048
915,915,34150
916,916,34319
917,917,34334
918,918,34338
919,919,34542
920,920,35836
921,921,36401
922,922,36509
923,923,36931
924,924,37380
925,925,37386
926,926,37830
927,927,39446
928,928,40339
929,929,41566
930,930,41569
931,931,41571
932,932,42718
933,933,43419
934,934,43556
935,935,43928
936,936,43932
937,937,43936
938,938,44189
939,939,44191
940,940,44225
941,941,44731
942,942,44828
943,943,44849
944,944,45361
945,945,45499
946,946,45722
947,947,46530
948,948,46578
949,949,47124
950,950,48304
951,951,48394
952,952,48516
953,953,48738
954,954,48774
955,955,48943
956,956,49205
957,957,49278
958,958,50162
959,959,50442
960,960,50872
961,961,51412
962,962,51662
963,963,51666
964,964,51698
965,965,52281
966,966,52287
967,967,52328
968,968,52722
969,969,52885
970,970,53000
971,971,53125
972,972,53464
973,973,53953
974,974,53996
975,975,54001
976,976,54278
977,977,54771
978,978,54995
979,979,55190
980,980,55232
981,981,55282
982,982,55603
983,983,55999
984,984,56003
985,985,56145
986,986,56174
987,987,56251
988,988,56757
989,989,56801
990,990,56949
991,991,57223
992,992,57368
993,993,57509
994,994,57640
995,995,57949
996,996,58025
997,997,58293
998,998,58559
999,999,58652
1000,1000,59014
1001,1001,59315
1002,1002,59376
1003,1003,59418
1004,1004,59615
1005,1005,60037
1006,1006,60040
1007,1007,60069
1008,1008,60161
1009,1009,60514
1010,1010,60516
1011,1011,60524
1012,1012,60684
1013,1013,60760
1014,1014,60832
1015,1015,61248
1016,1016,61465
1017,1017,62265
1018,1018,62956
1019,1019,63859
1020,1020,64034
1021,1021,64497
1022,1022,64508
1023,1023,64614
1024,1024,64997
1025,1025,64999
1026,1026,65037
1027,1027,65514
1028,1028,66171
1029,1029,66297
1030,1030,67197
1031,1031,67295
1032,1032,67365
1033,1033,67799
1034,1034,67867
1035,1035,68263
1036,1036,68319
1037,1037,69526
1038,1038,69945
1039,1039,70227
1040,1040,70305
1041,1041,71282
1042,1042,72641
1043,1043,82095
1044,1044,5
1045,1045,34
1046,1046,36
1047,1047,95
1048,1048,585
1049,1049,786
1050,1050,225
1051,1051,300
1052,1052,315
1053,1053,317
1054,1054,432
1055,1055,435
1056,1056,474
1057,1057,314
1058,1058,452
1059,1059,468
1060,1060,471
1061,1061,497
1062,1062,534
1063,1063,728
1064,1064,745
1065,1065,783
1066,1066,838
1067,1067,898
1068,1068,902
1069,1069,910
1070,1070,911
1071,1071,927
1072,1072,951
1073,1073,954
1074,1074,955
1075,1075,1010
1076,1076,1013
1077,1077,1022
1078,1078,1023
1079,1079,1148
1080,1080,1177
1081,1081,1207
1082,1082,1269
1083,1083,1282
1084,1084,1302
1085,1085,1610
1086,1086,1689
1087,1087,1947
1088,1088,1954
1089,1089,1957
1090,1090,1962
1091,1091,2010
1092,1092,2049
1093,1093,2059
1094,1094,2078
1095,1095,2083
1096,1096,2087
1097,1097,2094
1098,1098,2115
1099,1099,2161
1100,1100,2324
1101,1101,2394
1102,1102,2406
1103,1103,2414
1104,1104,2470
1105,1105,2501
1106,1106,2559
1107,1107,2687
1108,1108,2724
1109,1109,2966
1110,1110,3088
1111,1111,3097
1112,1112,3347
1113,1113,3360
1114,1114,3397
1115,1115,3471
1116,1116,3548
1117,1117,3675
1118,1118,3723
1119,1119,3751
1120,1120,3809
1121,1121,3916
1122,1122,4499
1123,1123,4535
1124,1124,4886
1125,1125,4921
1126,1126,5066
1127,1127,5218
1128,1128,5267
1129,1129,5303
1130,1130,5309
1131,1131,5380
1132,1132,5470
1133,1133,5602
1134,1134,5620
1135,1135,5629
1136,1136,5667
1137,1137,5747
1138,1138,5957
1139,1139,6297
1140,1140,6358
1141,1141,6424
1142,1142,6533
1143,1143,6550
1144,1144,6639
1145,1145,6662
1146,1146,6753
1147,1147,6776
1148,1148,6936
1149,1149,7075
1150,1150,7161
1151,1151,7263
1152,1152,7395
1153,1153,8039
1154,1154,8360
1155,1155,8376
1156,1156,8529
1157,1157,8574
1158,1158,8580
1159,1159,8633
1160,1160,8695
1161,1161,8884
1162,1162,8970
1163,1163,8984
1164,1164,25752
1165,1165,26084
1166,1166,26133
1167,1167,26294
1168,1168,27706
1169,1169,36525
1170,1170,37739
1171,1171,38038
1172,1172,40629
1173,1173,44022
1174,1174,44709
1175,1175,45431
1176,1176,45517
1177,1177,45668
1178,1178,46062
1179,1179,46976
1180,1180,48982
1181,1181,50160
1182,1182,51471
1183,1183,54004
1184,1184,55267
1185,1185,56915
1186,1186,60487
1187,1187,14
1188,1188,246
1189,1189,326
1190,1190,915
1191,1191,916
1192,1192,934
1193,1193,1126
1194,1194,1285
1195,1195,1380
1196,1196,1394
1197,1197,1500
1198,1198,1753
1199,1199,2144
1200,1200,2245
1201,1201,2248
1202,1202,2262
1203,1203,2372
1204,1204,2747
1205,1205,2759
1206,1206,2867
1207,1207,2889
1208,1208,2924
1209,1209,2997
1210,1210,3101
1211,1211,3210
1212,1212,3461
1213,1213,3477
1214,1214,3536
1215,1215,3608
1216,1216,3760
1217,1217,3773
1218,1218,3868
1219,1219,4066
1220,1220,4085
1221,1221,4089
1222,1222,4321
1223,1223,1233
1224,1224,1608
1225,1225,2002
1226,1226,2353
1227,1227,3082
1228,1228,3256
1229,1229,3755
1230,1230,186
1231,1231,383
1232,1232,426
1233,1233,830
1234,1234,1209
1235,1235,1211
1236,1236,1252
1237,1237,1283
1238,1238,1305
1239,1239,1371
1240,1240,1417
1241,1241,1641
1242,1242,1784
1243,1243,1952
1244,1244,1955
1245,1245,1958
1246,1246,2085
1247,1247,2289
1248,1248,2375
1249,1249,2402
1250,1250,2404
1251,1251,2739
1252,1252,3426
1253,1253,3507
1254,1254,3812
1255,1255,3967
1256,1256,4280
1257,1257,4313
1258,1258,4428
1259,1259,4447
1260,1260,4967
1261,1261,5477
1262,1262,5608
1263,1263,5613
1264,1264,5878
1265,1265,6197
1266,1266,6772
1267,1267,6942
1268,1268,7034
1269,1269,7234
1270,1270,7323
1271,1271,7456
1272,1272,7767
1273,1273,8254
1274,1274,8645
1275,1275,8981
1276,1276,27803
1277,1277,30749
1278,1278,31410
1279,1279,39183
1280,1280,40815
1281,1281,41527
1282,1282,42197
1283,1283,43376
1284,1284,44204
1285,1285,44555
1286,1286,44694
1287,1287,45726
1288,1288,45950
1289,1289,51084
1290,1290,51174
1291,1291,52375
1292,1292,55052
1293,1293,55100
1294,1294,55820
1295,1295,56788
1296,1296,57792
1297,1297,58315
1298,1298,59018
1299,1299,59118
1300,1300,59382
1301,1301,60482
1302,1302,60950
1303,1303,61075
1304,1304,63062
1305,1305,64701
1306,1306,65465
1307,1307,69122
1308,1308,70293
1309,1309,71033
1310,1310,78637
1311,1311,55
1312,1312,61
1313,1313,67
1314,1314,74
1315,1315,76
1316,1316,79
1317,1317,86
1318,1318,88
1319,1319,92
1320,1320,100
1321,1321,101
1322,1322,609
1323,1323,637
1324,1324,656
1325,1325,661
1326,1326,694
1327,1327,707
1328,1328,710
1329,1329,724
1330,1330,725
1331,1331,785
1332,1332,111
1333,1333,1884
1334,1334,4351
1335,1335,262
1336,1336,319
1337,1337,322
1338,1338,562
1339,1339,760
1340,1340,778
1341,1341,923
1342,1342,1054
1343,1343,1203
1344,1344,1218
1345,1345,1245
1346,1346,1263
1347,1347,1277
1348,1348,1297
1349,1349,1411
1350,1350,1458
1351,1351,1639
1352,1352,1704
1353,1353,1732
1354,1354,1945
1355,1355,2005
1356,1356,2020
1357,1357,2159
1358,1358,2160
1359,1359,2318
1360,1360,2395
1361,1361,2425
1362,1362,2563
1363,1363,2728
1364,1364,2795
1365,1365,2819
1366,1366,2866
1367,1367,2912
1368,1368,2915
1369,1369,2917
1370,1370,2952
1371,1371,3019
1372,1372,3147
1373,1373,3160
1374,1374,3169
1375,1375,3267
1376,1376,3310
1377,1377,3328
1378,1378,3361
1379,1379,3386
1380,1380,3424
1381,1381,3481
1382,1382,3505
1383,1383,3508
1384,1384,3679
1385,1385,3681
1386,1386,3706
1387,1387,3718
1388,1388,3739
1389,1389,3771
1390,1390,3972
1391,1391,4002
1392,1392,4016
1393,1393,4092
1394,1394,4210
1395,1395,4224
1396,1396,69
1397,1397,303
1398,1398,358
1399,1399,479
1400,1400,544
1401,1401,555
1402,1402,1047
1403,1403,1378
1404,1404,1518
1405,1405,1552
1406,1406,1587
1407,1407,1615
1408,1408,1625
1409,1409,1912
1410,1410,1918
1411,1411,2000
1412,1412,2001
1413,1413,2119
1414,1414,2268
1415,1415,2278
1416,1416,2409
1417,1417,2410
1418,1418,2411
1419,1419,2412
1420,1420,2490
1421,1421,2617
1422,1422,2763
1423,1423,3006
1424,1424,3020
1425,1425,3052
1426,1426,3100
1427,1427,3441
1428,1428,3698
1429,1429,3955
1430,1430,4025
1431,1431,4084
1432,1432,4354
1433,1433,4367
1434,1434,4396
1435,1435,4498
1436,1436,4565
1437,1437,4620
1438,1438,232
1439,1439,342
1440,1440,347
1441,1441,493
1442,1442,535
1443,1443,678
1444,1444,866
1445,1445,1059
1446,1446,1111
1447,1447,1268
1448,1448,1366
1449,1449,1678
1450,1450,1719
1451,1451,1722
1452,1452,1729
1453,1453,1754
1454,1454,1783
1455,1455,1804
1456,1456,1805
1457,1457,1833
1458,1458,1835
1459,1459,1892
1460,1460,1895
1461,1461,2006
1462,1462,2167
1463,1463,2315
1464,1464,2322
1465,1465,2338
1466,1466,2340
1467,1467,2386
1468,1468,2393
1469,1469,18
1470,1470,73
1471,1471,89
1472,1472,163
1473,1473,177
1474,1474,188
1475,1475,198
1476,1476,216
1477,1477,295
1478,1478,423
1479,1479,437
1480,1480,450
1481,1481,514
1482,1482,524
1483,1483,543
1484,1484,647
1485,1485,662
1486,1486,663
1487,1487,805
1488,1488,861
1489,1489,991
1490,1490,1015
1491,1491,1061
1492,1492,1092
1493,1493,1120
1494,1494,1147
1495,1495,1379
1496,1496,1401
1497,1497,1405
1498,1498,1407
1499,1499,1457
1500,1500,1476
1501,1501,1479
1502,1502,1485
1503,1503,1539
1504,1504,1586
1505,1505,1589
1506,1506,1590
1507,1507,1594
1508,1508,1611
1509,1509,1614
1510,1510,1619
1511,1511,1620
1512,1512,1645
1513,1513,1647
1514,1514,1680
1515,1515,1687
1516,1516,1727
1517,1517,1735
1518,1518,1873
1519,1519,1883
1520,1520,2025
1521,1521,2041
1522,1522,2155
1523,1523,2190
1524,1524,2231
1525,1525,2269
1526,1526,2273
1527,1527,2296
1528,1528,2302
1529,1529,2321
1530,1530,2336
1531,1531,2369
1532,1532,2421
1533,1533,2431
1534,1534,2433
1535,1535,2447
1536,1536,2502
1537,1537,2539
1538,1538,2580
1539,1539,2587
1540,1540,2700
1541,1541,2707
1542,1542,2712
1543,1543,2729
1544,1544,2772
1545,1545,2803
1546,1546,2805
1547,1547,2826
1548,1548,2860
1549,1549,2890
1550,1550,2961
1551,1551,3005
1552,1552,3053
1553,1553,3145
1554,1554,3148
1555,1555,3155
1556,1556,3174
1557,1557,3177
1558,1558,3189
1559,1559,3249
1560,1560,3250
1561,1561,3252
1562,1562,3253
1563,1563,3254
1564,1564,3255
1565,1565,3259
1566,1566,3273
1567,1567,3285
1568,1568,3298
1569,1569,3301
1570,1570,3316
1571,1571,3355
1572,1572,3409
1573,1573,3418
1574,1574,3452
1575,1575,3483
1576,1576,3484
1577,1577,3515
1578,1578,3554
1579,1579,3614
1580,1580,3616
1581,1581,3617
1582,1582,3623
1583,1583,3624
1584,1584,3686
1585,1585,3784
1586,1586,3861
1587,1587,3865
1588,1588,3879
1589,1589,3884
1590,1590,3893
1591,1591,3895
1592,1592,3896
1593,1593,3915
1594,1594,3946
1595,1595,3948
1596,1596,3950
1597,1597,3952
1598,1598,3968
1599,1599,3981
1600,1600,3986
1601,1601,3998
1602,1602,4014
1603,1603,4020
1604,1604,4031
1605,1605,4033
1606,1606,4061
1607,1607,4121
1608,1608,4149
1609,1609,4153
1610,1610,4159
1611,1611,4167
1612,1612,4223
1613,1613,4233
1614,1614,4239
1615,1615,4247
1616,1616,4250
1617,1617,4251
1618,1618,4255
1619,1619,4285
1620,1620,4341
1621,1621,4387
1622,1622,4443
1623,1623,4448
1624,1624,4466
1625,1625,4471
1626,1626,4473
1627,1627,4486
1628,1628,4487
1629,1629,4489
1630,1630,4504
1631,1631,4520
1632,1632,4589
1633,1633,4701
1634,1634,4735
1635,1635,4745
1636,1636,4776
1637,1637,4958
1638,1638,5418
1639,1639,5464
1640,1640,5524
1641,1641,5630
1642,1642,5803
1643,1643,5810
1644,1644,5943
1645,1645,6213
1646,1646,22
1647,1647,31
1648,1648,261
1649,1649,428
1650,1650,1968
1651,1651,2141
1652,1652,2352
1653,1653,3949
1654,1654,4979
1655,1655,8910
1656,1656,52319
1657,1657,54503
1658,1658,60293
1659,1659,63082
1660,1660,72226
1661,1661,273
1662,1662,532
1663,1663,162
1664,1664,1027
1665,1665,1131
1666,1666,1172
1667,1667,1300
1668,1668,5010
1669,1669,5064
1670,1670,6380
1671,1671,8900
1672,1672,27808
1673,1673,30822
1674,1674,213
1675,1675,417
1676,1676,477
1677,1677,9
1678,1678,20
1679,1679,23
1680,1680,42
1681,1681,44
1682,1682,46
1683,1683,57
1684,1684,93
1685,1685,132
1686,1686,147
1687,1687,157
1688,1688,159
1689,1689,164
1690,1690,179
1691,1691,191
1692,1692,204
1693,1693,218
1694,1694,233
1695,1695,234
1696,1696,237
1697,1697,248
1698,1698,249
1699,1699,250
1700,1700,255
1701,1701,267
1702,1702,272
1703,1703,274
1704,1704,280
1705,1705,294
1706,1706,312
1707,1707,328
1708,1708,333
1709,1709,340
1710,1710,352
1711,1711,365
1712,1712,371
1713,1713,374
1714,1714,382
1715,1715,413
1716,1716,415
1717,1717,416
1718,1718,455
1719,1719,464
1720,1720,466
1721,1721,481
1722,1722,482
1723,1723,485
1724,1724,502
1725,1725,516
1726,1726,533
1727,1727,537
1728,1728,542
1729,1729,575
1730,1730,711
1731,1731,265
1732,1732,1234
1733,1733,2238
1734,1734,6893
1735,1735,7885
1736,1736,2096
1737,1737,3615
1738,1738,4386
1739,1739,4734
1740,1740,4816
1741,1741,4890
1742,1742,4990
1743,1743,5110
1744,1744,5254
1745,1745,5313
1746,1746,5389
1747,1747,5504
1748,1748,5574
1749,1749,5621
1750,1750,5785
1751,1751,5804
1752,1752,6156
1753,1753,6218
1754,1754,6385
1755,1755,6565
1756,1756,6566
1757,1757,6880
1758,1758,6889
1759,1759,7317
1760,1760,7324
1761,1761,7373
1762,1762,8464
1763,1763,8528
1764,1764,8533
1765,1765,8807
1766,1766,8808
1767,1767,8917
1768,1768,8937
1769,1769,8957
1770,1770,8985
1771,1771,30816
1772,1772,33004
1773,1773,33615
1774,1774,33646
1775,1775,34072
1776,1776,34332
1777,1777,36519
1778,1778,42738
1779,1779,46970
1780,1780,46972
1781,1781,47200
1782,1782,47610
1783,1783,48322
1784,1784,48385
1785,1785,49274
1786,1786,49649
1787,1787,50798
1788,1788,51077
1789,1789,52245
1790,1790,52973
1791,1791,53121
1792,1792,53894
1793,1793,54259
1794,1794,54272
1795,1795,54997
1796,1796,55995
1797,1797,56171
1798,1798,56367
1799,1799,56587
1800,1800,56775
1801,1801,57528
1802,1802,58803
1803,1803,59369
1804,1804,59501
1805,1805,59784
1806,1806,60074
1807,1807,60756
1808,1808,61024
1809,1809,61132
1810,1810,61160
1811,1811,63992
1812,1812,65682
1813,1813,68205
1814,1814,68954
